id,lat,lon,E,N,T_2020,T_2025,T_2030,T_2035,T_2040,T_2045,T_2050,T_2055,T_2060,T_2065,T_2070,T_2075,T_2080,T_2085,T_2090,T_2095,T_2100,P_2020,P_2025,P_2030,P_2035,P_2040,P_2045,P_2050,P_2055,P_2060,P_2065,P_2070,P_2075,P_2080,P_2085,P_2090,P_2095,P_2100
35.3_23.9,35.3,23.9,5590693.673518203,1475426.928361718,286.8705749511719,287.09429931640625,287.15008544921875,287.0223083496094,287.72369384765625,287.2027587890625,287.6893005371094,287.94586181640625,287.6895751953125,287.7335510253906,287.4934997558594,287.625,287.81005859375,287.6985168457031,287.7101745605469,288.13201904296875,287.92254638671875,6.312616460490972e-05,6.412593211280182e-05,7.787233334966004e-05,7.527357229264453e-05,5.5386855819961056e-05,6.471561209764332e-05,7.040602213237435e-05,6.357023812597618e-05,6.67794665787369e-05,6.4103864133358e-05,7.073296728776768e-05,6.396740354830399e-05,5.989794590277597e-05,6.225972174433991e-05,5.9132129536010325e-05,6.249781290534884e-05,6.279044464463368e-05
35.3_24,35.3,24.0,5599716.175659125,1477080.1951272923,285.0904846191406,285.3902587890625,285.47393798828125,285.3133544921875,286.0942077636719,285.49432373046875,286.00921630859375,286.2294006347656,285.92840576171875,286.0124816894531,285.8299255371094,285.93731689453125,286.1412353515625,286.0386962890625,286.03558349609375,286.4027404785156,286.2210693359375,0.00010938993364106864,0.00010436939919600263,0.00012828763283323497,0.00012852139479946345,9.347369632450864e-05,0.00010756114352261648,0.00011562180588953197,0.00010537105117691681,0.00010919407213805243,0.00010736810509115458,0.0001188193418784067,0.00010630003816913813,9.653551387600601e-05,0.00010403420310467482,0.00010018253669841215,0.00010672006465028971,0.00010429332905914634
35.3_24.1,35.3,24.1,5608736.266600671,1478745.2529941543,285.5841064453125,285.83953857421875,285.9385070800781,285.7635192871094,286.5420227050781,285.9332580566406,286.461669921875,286.6419982910156,286.4057922363281,286.4578857421875,286.2590026855469,286.3759460449219,286.58367919921875,286.4840087890625,286.47454833984375,286.85296630859375,286.6535949707031,9.430531645193696e-05,8.821106166578829e-05,0.00010589983139652759,0.00010955626930808648,7.776907295919955e-05,9.022789890877903e-05,9.740989480633289e-05,9.148629033006728e-05,8.819177310215309e-05,8.878188964445144e-05,0.00010182837286265567,9.222115477314219e-05,8.043087291298434e-05,8.971211354946718e-05,8.506057201884687e-05,9.082005999516696e-05,8.640174200991169e-05
35.3_24.3,35.3,24.3,5626769.145574184,1482110.73680561,288.9326171875,289.0029296875,289.1436462402344,289.07427978515625,289.6545715332031,289.1568908691406,289.6294250488281,289.823974609375,289.70758056640625,289.7288818359375,289.4146728515625,289.50030517578125,289.7425842285156,289.6041259765625,289.6349182128906,290.0085144042969,289.8529968261719,3.0466750104096718e-05,2.9596079912153073e-05,3.0121684176265262e-05,3.4465614589862525e-05,2.5094408556469716e-05,2.979249256895855e-05,3.303938137833029e-05,3.064997144974768e-05,2.6934612833429128e-05,2.603144275781233e-05,3.451108932495117e-05,3.2048737921286374e-05,2.715094160521403e-05,2.9205122700659558e-05,2.6601448553265072e-05,3.071166429435834e-05,2.620342274894938e-05
35.3_24.4,35.3,24.4,5635781.898944839,1483811.1601128003,289.7358093261719,289.7616882324219,289.9141540527344,289.86749267578125,290.40325927734375,289.9590148925781,290.37469482421875,290.57965087890625,290.5085144042969,290.4986877441406,290.1812744140625,290.24725341796875,290.48199462890625,290.3478088378906,290.39947509765625,290.74102783203125,290.6461486816406,2.1961479433230124e-05,2.197431240347214e-05,2.1721016310038976e-05,2.495665285096038e-05,1.774827433109749e-05,2.1860927517991513e-05,2.479206887073815e-05,2.176995258196257e-05,1.9080631318502128e-05,1.885020174086094e-05,2.5149256543954834e-05,2.291941927978769e-05,2.0546551240840927e-05,2.1702162484871224e-05,1.8280565200257115e-05,2.2893325876793824e-05,1.997287108679302e-05
35.3_24.5,35.3,24.5,5644792.17179346,1485523.369246452,289.49017333984375,289.4873352050781,289.6446533203125,289.5982666015625,290.1358947753906,289.71124267578125,290.09332275390625,290.336181640625,290.2374267578125,290.1961975097656,289.9176025390625,289.9543762207031,290.188720703125,290.0583801269531,290.1361083984375,290.4582824707031,290.3616027832031,2.544010931160301e-05,2.586015580163803e-05,2.7189147658646107e-05,2.9640619686688296e-05,2.055411459878087e-05,2.5303037546109408e-05,2.846021016011946e-05,2.4800567189231515e-05,2.1993935661157593e-05,2.32446091104066e-05,2.8371767257340252e-05,2.5848186851362698e-05,2.359708923904691e-05,2.498256253602449e-05,2.0752335331053473e-05,2.6115161745110527e-05,2.4376324290642515e-05
35.3_24.7,35.3,24.7,5662805.206577061,1488983.1396110444,287.7896423339844,287.8089599609375,288.001708984375,287.95703125,288.49761962890625,288.06085205078125,288.4692077636719,288.70513916015625,288.53656005859375,288.5006103515625,288.2975158691406,288.2706604003906,288.5048522949219,288.398193359375,288.4781799316406,288.79156494140625,288.6850280761719,4.0168735722545534e-05,3.931127139367163e-05,4.4202279241289943e-05,4.508418351178989e-05,3.21837687806692e-05,3.98520496673882e-05,4.160766911809333e-05,4.0241975511889905e-05,3.607399048632942e-05,3.9803107938496396e-05,4.3006129999412224e-05,3.9633185224374756e-05,3.68843502656091e-05,3.809958434430882e-05,3.2096035283757374e-05,3.958747038268484e-05,3.687720891321078e-05
35.2_24.8,35.2,24.8,5673647.32776351,1479879.4809798962,287.23876953125,287.377685546875,287.4994201660156,287.38720703125,288.0283203125,287.513671875,287.989990234375,288.24017333984375,287.9958801269531,288.03912353515625,287.7890319824219,287.9328308105469,288.1441955566406,288.02435302734375,288.0164794921875,288.40606689453125,288.24053955078125,5.3983032557880506e-05,5.14019702677615e-05,5.819981379318051e-05,5.964903175481595e-05,4.266064934199676e-05,5.246086948318407e-05,5.487325688591227e-05,5.3136722272029147e-05,4.882577923126519e-05,5.442393376142718e-05,5.739375774282962e-05,5.174809484742582e-05,4.7623154387110844e-05,4.9873324314830825e-05,4.383316627354361e-05,5.166853225091472e-05,4.799493035534397e-05
35.2_24.9,35.2,24.9,5682659.879165417,1481640.5703405235,287.2221984863281,287.3631896972656,287.49517822265625,287.3927307128906,288.03167724609375,287.51031494140625,287.98114013671875,288.2239685058594,288.00225830078125,288.0204772949219,287.78955078125,287.9116516113281,288.15521240234375,288.0230712890625,288.0191650390625,288.4009704589844,288.23150634765625,4.935464676236734e-05,4.540387089946307e-05,4.937843550578691e-05,5.336512913345359e-05,3.795912198256701e-05,4.6324144932441413e-05,4.826671283808537e-05,4.854238795815036e-05,4.199997056275606e-05,4.831867408938706e-05,5.198764119995758e-05,4.702530713984743e-05,4.1499170038150623e-05,4.314384932513349e-05,3.9797894714865834e-05,4.549852747004479e-05,4.158664887654595e-05
35.2_25,35.2,25.0,5691669.862226004,1483413.4506946122,288.8670654296875,288.8995361328125,289.0798034667969,289.0348815917969,289.6250915527344,289.1012268066406,289.54107666015625,289.7934265136719,289.6289367675781,289.6431884765625,289.35260009765625,289.4464111328125,289.7037048339844,289.56646728515625,289.6007995605469,289.94769287109375,289.84344482421875,2.443227822368499e-05,2.484907781763468e-05,2.41047400777461e-05,2.601876803964842e-05,1.889132909127511e-05,2.413262518530246e-05,2.4436050807707943e-05,2.4971772290882654e-05,2.053102434729226e-05,2.4258444682345726e-05,2.67847535724286e-05,2.4540520826121792e-05,2.2011907276464626e-05,2.26557986025e-05,2.015328391280491e-05,2.378362296440173e-05,2.057992242043838e-05
35.2_25.2,35.2,25.2,5709682.053896843,1486994.5788207927,289.39886474609375,289.3420715332031,289.5843200683594,289.53082275390625,290.08074951171875,289.6154479980469,290.0390625,290.2423095703125,290.1354064941406,290.1217346191406,289.83306884765625,289.8606262207031,290.1148681640625,290.02093505859375,290.0556335449219,290.3986511230469,290.32574462890625,1.3827031580149196e-05,1.504740157542983e-05,1.4371591532835737e-05,1.5685056496295147e-05,1.1598395758483093e-05,1.41721729960409e-05,1.4317221939563751e-05,1.4801193174207583e-05,1.2514822628872935e-05,1.563716068631038e-05,1.575358874106314e-05,1.478491958550876e-05,1.3352853784454055e-05,1.305100795434555e-05,1.1948282917728648e-05,1.4754956282558851e-05,1.34266447275877e-05
35.2_25.3,35.2,25.3,5718684.227787941,1488802.8237871977,288.8038024902344,288.7431945800781,288.98931884765625,288.9230041503906,289.45697021484375,289.0097351074219,289.4313049316406,289.6595458984375,289.51763916015625,289.51416015625,289.23382568359375,289.24774169921875,289.4964904785156,289.3974914550781,289.4511413574219,289.7828674316406,289.702880859375,1.758630241965875e-05,1.8399718101136386e-05,1.881050775409676e-05,2.0455483536352403e-05,1.4889237718307413e-05,1.7609692804398946e-05,1.788201007002499e-05,1.8424289009999484e-05,1.654993866395671e-05,1.985897142731119e-05,1.9798029825324193e-05,1.867958235379774e-05,1.660580346651841e-05,1.644926487642806e-05,1.5051873560878448e-05,1.9209353922633454e-05,1.7842239685705863e-05
35.2_25.4,35.2,25.4,5727683.763899376,1490622.8541356674,287.5110778808594,287.49407958984375,287.7320861816406,287.66790771484375,288.1783142089844,287.74871826171875,288.1647644042969,288.4201354980469,288.2361755371094,288.2110595703125,287.974609375,287.9673156738281,288.2194519042969,288.1426696777344,288.1789245605469,288.5000915527344,288.4072570800781,2.838657019310631e-05,2.7726036933017895e-05,2.967111868201755e-05,3.127154923276976e-05,2.3526859877165407e-05,2.638460136950016e-05,2.720334305195138e-05,2.9395423553069122e-05,2.609447983559221e-05,3.060550079680979e-05,3.0376548238564283e-05,2.8444363124435768e-05,2.4900979042286053e-05,2.4550510715926066e-05,2.346242945350241e-05,3.0035515010240488e-05,2.8045942599419504e-05
35.2_25.6,35.2,25.6,5745674.853318341,1494298.2652594163,288.3017272949219,288.34210205078125,288.57720947265625,288.505615234375,289.03753662109375,288.609130859375,289.01544189453125,289.2472229003906,289.0923156738281,289.0768127441406,288.82342529296875,288.8550109863281,289.110595703125,289.0364074707031,288.9755859375,289.37945556640625,289.2565612792969,3.838803604594432e-05,3.5272158129373565e-05,3.641824150690809e-05,3.829602064797655e-05,2.985404535138514e-05,3.412570367800072e-05,3.365629891050048e-05,3.8624861190328375e-05,3.167327668052167e-05,3.811095666605979e-05,4.04172096750699e-05,3.557934542186558e-05,3.1276103982236236e-05,3.096415821346454e-05,3.236319753341377e-05,3.7672161852242425e-05,3.345042568980716e-05
35.2_25.7,35.2,25.7,5754666.371887283,1496153.643150399,290.1708679199219,290.16424560546875,290.3995056152344,290.35400390625,290.8701477050781,290.4481201171875,290.8473815917969,291.062744140625,290.9541320800781,290.93988037109375,290.66229248046875,290.6942443847656,290.9516906738281,290.86865234375,290.7889099121094,291.21673583984375,291.1540222167969,1.555397830088623e-05,1.627581696084235e-05,1.5423234799527563e-05,1.5573230484733358e-05,1.1726868251571432e-05,1.472318672313122e-05,1.3995219887874555e-05,1.6450883776997216e-05,1.294459343625931e-05,1.6489446352352388e-05,1.7868069335236214e-05,1.562215584272053e-05,1.4376289072970394e-05,1.4639812434324995e-05,1.4314463442133274e-05,1.660515772528015e-05,1.2893897292087786e-05
35.1_26,35.1,26.0,5783609.597536981,1490962.1405556104,290.37493896484375,290.36651611328125,290.57330322265625,290.47119140625,290.98529052734375,290.6426086425781,291.0011291503906,291.20318603515625,291.1064453125,291.0743713378906,290.787109375,290.9048156738281,291.1532287597656,291.0691833496094,290.9967956542969,291.4160461425781,291.3643798828125,2.2203774278750643e-05,2.3051086827763356e-05,2.448487066430971e-05,2.6067191356560215e-05,1.711991171760019e-05,2.176261659769807e-05,2.1048659618827514e-05,2.3926417270558886e-05,2.0910381863359362e-05,2.368084642512258e-05,2.561974906711839e-05,2.236160980828572e-05,1.941793379955925e-05,1.8246508261654526e-05,2.0012326785945334e-05,2.3938206140883267e-05,1.9960059944423847e-05
35.1_26.2,35.1,26.2,5801592.676234881,1494782.67865187,290.70196533203125,290.7270812988281,290.9282531738281,290.7977294921875,291.30975341796875,290.9929504394531,291.3377685546875,291.52886962890625,291.447998046875,291.3997497558594,291.1169738769531,291.2495422363281,291.4905700683594,291.4305725097656,291.34124755859375,291.7551574707031,291.6813049316406,3.0567196517949924e-05,2.9303882911335677e-05,3.206324981874786e-05,3.342899071867578e-05,2.3389709895127453e-05,2.881975524360314e-05,2.823370050464291e-05,3.204455424565822e-05,2.713945104915183e-05,3.076506982324645e-05,3.398048283997923e-05,2.932902134489268e-05,2.5288940378231928e-05,2.397610660409555e-05,2.5810250008362345e-05,3.136501254630275e-05,2.7156103897141293e-05
35.4_23.6,35.4,23.6,5561918.641928233,1481410.4089426498,290.0077819824219,290.13470458984375,290.1899719238281,290.10784912109375,290.62982177734375,290.3204650878906,290.6921691894531,290.91796875,290.7916259765625,290.708740234375,290.42041015625,290.5642395019531,290.7369079589844,290.6248474121094,290.6870422363281,291.1100769042969,291.0029296875,3.262225436628796e-05,3.423398084123619e-05,4.0505441575078294e-05,3.9642192859901115e-05,2.937154749815818e-05,3.396017928025685e-05,3.998694955953397e-05,3.361222115927376e-05,3.546313746483065e-05,3.472004027571529e-05,3.8015845348127186e-05,3.5827950341627e-05,3.207405825378373e-05,3.3164727938128635e-05,3.1472733098780736e-05,3.2211984944297e-05,3.4572978620417416e-05
35.4_23.8,35.4,23.8,5579950.739183823,1484654.7396004794,288.7494201660156,288.777099609375,288.8686828613281,288.88238525390625,289.43408203125,288.9961242675781,289.4003601074219,289.6595458984375,289.480224609375,289.4405212402344,289.1960754394531,289.20697021484375,289.4448547363281,289.32159423828125,289.4069519042969,289.7982177734375,289.6394958496094,2.6738311134977266e-05,2.801597656798549e-05,3.188448681612499e-05,3.151817509206012e-05,2.3335058358497918e-05,2.7471189241623506e-05,2.9705774068133906e-05,2.7443842554930598e-05,2.782812953228131e-05,2.5782552256714553e-05,2.977982694574166e-05,2.9160371923353523e-05,2.7102805688627996e-05,2.7665664674714208e-05,2.56055955105694e-05,2.6326159058953635e-05,2.6941837859340012e-05
